Unnamed: 0,cap_shape,cap_surface,cap_color,bruises,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_type,veil_color,ring_number,ring_type,spore_print_color,population,habitat,stalk_height,cap_diameter,class
852,convex,fibrous,red,yes,anise,free,distant,broad,red,enlarging,club,fibrous,silky,white,yellow,universal,white,one,large,white,numerous,paths,14.66823622,11.20387585,edible
53,convex,fibrous,buff,yes,pungent,notched,close,broad,purple,enlarging,cup,scaly,fibrous,pink,white,universal,orange,two,sheathing,black,solitary,leaves,5.093577942,2.285868059,edible
1192,flat,grooves,buff,no,almond,attached,close,narrow,chocolate,tapering,missing,fibrous,fibrous,pink,white,partial,white,one,zone,brown,solitary,meadows,12.08825498,13.5844227,poisonous
182,conical,grooves,pink,yes,spicy,descending,distant,narrow,gray,tapering,rooted,smooth,smooth,brown,orange,universal,brown,one,sheathing,orange,solitary,leaves,9.825972304,3.111414667,poisonous
231,convex,smooth,brown,no,musty,descending,crowded,narrow,white,enlarging,rooted,scaly,smooth,brown,orange,universal,white,one,sheathing,chocolate,solitary,urban,6.707135372,13.28521899,poisonous
694,conical,scaly,gray,yes,almond,notched,crowded,narrow,chocolate,tapering,rooted,smooth,smooth,gray,yellow,partial,yellow,one,large,white,several,urban,10.67625778,6.381710506,poisonous
471,convex,scaly,green,yes,fishy,notched,crowded,broad,purple,tapering,cup,smooth,smooth,red,yellow,universal,yellow,two,zone,yellow,several,leaves,7.738209961,8.423035575,edible
954,bell,grooves,buff,no,spicy,free,close,narrow,white,enlarging,bulbous,smooth,smooth,white,orange,universal,orange,none,none,orange,clustered,meadows,11.08649611,19.87670006,edible
183,conical,scaly,gray,no,pungent,free,crowded,narrow,white,tapering,cup,scaly,silky,orange,gray,universal,orange,two,pendant,black,abundant,waste,12.28320369,1.861099054,edible
275,sunken,grooves,yellow,yes,almond,notched,close,narrow,yellow,tapering,rhizomorphs,silky,silky,cinnamon,cinnamon,universal,orange,two,flaring,white,clustered,paths,12.93893024,13.38000728,poisonous
706,conical,smooth,yellow,no,none,attached,close,broad,white,enlarging,club,fibrous,silky,brown,pink,universal,white,none,flaring,yellow,clustered,grasses,10.71381332,11.13348564,edible
707,sunken,grooves,white,yes,musty,notched,crowded,broad,white,enlarging,cup,silky,fibrous,white,white,partial,brown,one,pendant,orange,numerous,meadows,13.57209131,9.949050947,poisonous
988,convex,scaly,buff,yes,almond,descending,distant,narrow,white,enlarging,rooted,fibrous,silky,pink,gray,universal,orange,two,large,black,solitary,woods,5.83295516,3.257866369,poisonous
503,conical,scaly,pink,yes,pungent,notched,crowded,narrow,gray,tapering,club,silky,fibrous,yellow,brown,universal,orange,none,none,buff,clustered,paths,8.681769856,18.30438642,poisonous
218,flat,scaly,brown,yes,none,notched,close,broad,green,enlarging,club,smooth,smooth,white,brown,universal,white,one,none,purple,scattered,woods,3.117309437,24.63749603,edible
694,conical,scaly,gray,yes,almond,notched,crowded,narrow,chocolate,tapering,rooted,smooth,smooth,gray,yellow,partial,yellow,one,large,white,several,urban,10.67625778,6.381710506,poisonous
389,convex,grooves,pink,no,spicy,attached,crowded,broad,orange,enlarging,club,smooth,smooth,white,yellow,universal,white,one,sheathing,white,scattered,woods,4.337043486,16.18933788,poisonous
996,sunken,smooth,white,no,pungent,attached,close,narrow,red,enlarging,rhizomorphs,scaly,fibrous,yellow,orange,universal,yellow,none,zone,brown,abundant,leaves,12.61833427,14.87227372,poisonous
194,convex,grooves,pink,yes,musty,descending,crowded,narrow,green,enlarging,equal,scaly,smooth,orange,white,partial,orange,none,sheathing,purple,numerous,leaves,10.3548165,6.084562104,poisonous
303,flat,smooth,green,yes,fishy,free,close,narrow,red,tapering,rhizomorphs,scaly,fibrous,yellow,red,universal,white,none,pendant,yellow,numerous,meadows,6.170101513,12.62337345,poisonous
254,flat,scaly,brown,no,fishy,descending,close,broad,white,tapering,cup,silky,fibrous,red,white,partial,white,two,pendant,brown,scattered,meadows,5.242406294,9.787797203,edible
1123,flat,scaly,gray,yes,anise,descending,distant,narrow,chocolate,enlarging,bulbous,scaly,fibrous,orange,white,universal,white,none,none,buff,scattered,paths,8.857005311,19.41760876,poisonous
1268,sunken,fibrous,buff,yes,none,notched,crowded,narrow,green,tapering,bulbous,scaly,fibrous,orange,buff,universal,white,none,sheathing,orange,scattered,urban,13.49711974,6.120692547,poisonous
462,convex,scaly,yellow,no,creosote,notched,distant,narrow,yellow,tapering,bulbous,fibrous,fibrous,white,buff,partial,brown,one,none,chocolate,abundant,woods,9.605079032,19.73829331,poisonous
639,convex,fibrous,red,no,fishy,descending,distant,broad,red,enlarging,bulbous,scaly,smooth,pink,red,universal,orange,two,cobwebby,purple,solitary,waste,6.400807999,12.07958893,poisonous
102,bell,scaly,white,no,foul,notched,crowded,broad,gray,tapering,rooted,smooth,silky,white,gray,partial,white,none,pendant,green,abundant,grasses,14.16475586,9.676017013,poisonous
1187,bell,smooth,gray,yes,none,descending,close,broad,yellow,tapering,equal,scaly,silky,yellow,brown,universal,orange,two,cobwebby,chocolate,scattered,leaves,10.85581583,2.155534622,edible
414,bell,grooves,yellow,no,pungent,free,crowded,narrow,chocolate,enlarging,bulbous,smooth,fibrous,cinnamon,red,partial,orange,one,flaring,yellow,scattered,paths,8.640331374,4.036814086,poisonous
622,flat,fibrous,brown,yes,fishy,attached,close,broad,white,enlarging,bulbous,smooth,silky,red,red,partial,orange,none,zone,green,solitary,leaves,10.23955976,5.189743466,poisonous
903,conical,scaly,green,yes,none,attached,distant,narrow,black,enlarging,club,silky,silky,orange,buff,partial,orange,none,large,black,numerous,leaves,8.234762315,1.396898896,poisonous
76,conical,fibrous,brown,yes,anise,descending,crowded,broad,purple,tapering,cup,silky,fibrous,gray,brown,universal,white,two,sheathing,orange,solitary,woods,8.697690363,14.27621153,poisonous
258,conical,grooves,buff,no,pungent,descending,close,broad,brown,enlarging,club,silky,scaly,yellow,yellow,partial,yellow,none,zone,buff,abundant,meadows,4.621594077,12.72856367,poisonous
91,bell,smooth,red,no,almond,descending,distant,broad,red,tapering,bulbous,silky,fibrous,buff,orange,universal,yellow,two,cobwebby,black,numerous,paths,6.494949518,6.14262248,poisonous
724,sunken,smooth,pink,yes,spicy,notched,close,broad,pink,enlarging,equal,silky,smooth,pink,pink,universal,white,two,cobwebby,buff,abundant,paths,11.12024563,20.69663129,poisonous
204,sunken,fibrous,pink,yes,anise,free,crowded,broad,purple,tapering,rooted,silky,smooth,pink,brown,universal,yellow,two,none,white,numerous,paths,4.99781891,14.15516377,poisonous
403,flat,grooves,green,no,anise,free,distant,broad,green,enlarging,equal,fibrous,fibrous,red,buff,universal,orange,one,zone,purple,scattered,urban,3.145098981,20.64296679,poisonous
203,conical,grooves,brown,yes,fishy,attached,distant,narrow,white,enlarging,cup,fibrous,scaly,brown,yellow,universal,white,one,evanescent,green,abundant,waste,4.477326521,9.941357974,poisonous
654,sunken,fibrous,purple,yes,almond,notched,crowded,narrow,gray,tapering,bulbous,silky,smooth,yellow,red,partial,white,none,flaring,green,clustered,urban,2.187517488,14.51381573,poisonous
50,bell,fibrous,brown,no,pungent,free,crowded,narrow,black,enlarging,bulbous,scaly,smooth,brown,orange,partial,yellow,one,evanescent,buff,clustered,paths,6.200762712,8.899706658,poisonous
1132,conical,scaly,purple,no,foul,free,crowded,broad,white,tapering,missing,scaly,fibrous,red,gray,universal,orange,two,sheathing,purple,scattered,leaves,12.68120035,4.697564824,poisonous
321,bell,fibrous,purple,no,spicy,descending,crowded,narrow,orange,enlarging,club,silky,silky,orange,yellow,partial,white,two,large,yellow,numerous,woods,7.767664764,4.299869132,poisonous
893,convex,fibrous,brown,no,creosote,attached,crowded,narrow,buff,tapering,club,silky,scaly,brown,brown,universal,brown,none,flaring,brown,solitary,grasses,2.316606797,5.801929022,poisonous
463,convex,smooth,green,yes,none,notched,crowded,narrow,green,enlarging,equal,silky,scaly,yellow,buff,partial,white,none,zone,chocolate,several,urban,2.237103367,23.4000917,poisonous
745,conical,smooth,pink,no,pungent,free,distant,broad,chocolate,tapering,bulbous,silky,fibrous,buff,pink,universal,brown,two,sheathing,brown,abundant,waste,11.96276971,1.252640036,edible
1088,sunken,fibrous,brown,no,fishy,free,distant,broad,orange,tapering,rhizomorphs,fibrous,silky,brown,buff,universal,brown,one,sheathing,purple,abundant,woods,2.599815912,20.69783144,poisonous
73,flat,fibrous,pink,yes,musty,notched,close,narrow,pink,enlarging,rooted,silky,silky,pink,buff,partial,brown,two,pendant,yellow,abundant,grasses,2.598368609,2.120980045,edible
1194,conical,fibrous,gray,yes,foul,descending,distant,broad,brown,tapering,cup,fibrous,smooth,pink,white,partial,yellow,none,sheathing,purple,scattered,paths,6.403921711,24.68726775,edible
396,sunken,grooves,brown,no,musty,notched,crowded,broad,white,tapering,equal,silky,smooth,cinnamon,red,partial,yellow,one,evanescent,chocolate,abundant,waste,7.173403487,22.68236429,edible
1060,flat,smooth,green,yes,creosote,attached,distant,broad,chocolate,tapering,cup,fibrous,scaly,cinnamon,yellow,partial,white,one,evanescent,black,numerous,paths,11.78267657,18.70860729,poisonous
1123,flat,scaly,gray,yes,anise,descending,distant,narrow,chocolate,enlarging,bulbous,scaly,fibrous,orange,white,universal,white,none,none,buff,scattered,paths,8.857005311,19.41760876,poisonous
656,bell,smooth,red,no,anise,descending,close,narrow,chocolate,tapering,bulbous,silky,scaly,brown,pink,partial,brown,two,large,chocolate,clustered,grasses,13.31640322,20.77460477,poisonous
415,sunken,scaly,brown,yes,musty,free,distant,broad,white,enlarging,club,silky,silky,yellow,cinnamon,partial,brown,none,evanescent,green,scattered,woods,6.970036459,23.74340075,poisonous
911,bell,fibrous,brown,no,creosote,descending,close,narrow,brown,enlarging,bulbous,smooth,fibrous,cinnamon,white,universal,brown,two,large,yellow,abundant,meadows,2.031230593,24.34278695,poisonous
1063,bell,fibrous,brown,yes,creosote,free,close,broad,red,enlarging,rhizomorphs,silky,silky,buff,pink,universal,yellow,one,zone,black,scattered,urban,9.668362251,12.62881431,edible
452,conical,fibrous,green,no,musty,free,close,broad,pink,tapering,missing,fibrous,smooth,brown,yellow,partial,white,two,evanescent,yellow,solitary,woods,2.978898339,15.87634717,edible
92,sunken,fibrous,purple,no,almond,descending,close,narrow,orange,enlarging,rooted,smooth,scaly,buff,brown,universal,orange,one,evanescent,chocolate,abundant,paths,5.267338123,4.84936471,poisonous
141,bell,smooth,buff,yes,creosote,attached,distant,broad,yellow,enlarging,club,smooth,scaly,red,gray,partial,brown,one,cobwebby,brown,clustered,meadows,4.286908922,8.130022147,edible
540,flat,fibrous,red,yes,foul,notched,close,narrow,black,tapering,bulbous,silky,silky,gray,yellow,universal,brown,two,flaring,green,clustered,grasses,14.74577877,1.300057624,edible
1250,bell,fibrous,gray,yes,none,free,close,narrow,white,enlarging,club,fibrous,silky,yellow,brown,partial,orange,none,none,yellow,solitary,waste,11.67923712,8.970809586,poisonous
122,bell,smooth,green,yes,creosote,free,crowded,broad,pink,tapering,equal,smooth,scaly,cinnamon,cinnamon,universal,white,two,sheathing,purple,solitary,waste,3.938607025,1.930681686,poisonous
164,convex,fibrous,yellow,yes,almond,descending,crowded,broad,orange,tapering,club,fibrous,smooth,buff,yellow,universal,brown,none,none,white,solitary,leaves,12.65737984,4.447531436,poisonous
1076,convex,grooves,pink,no,fishy,descending,distant,narrow,brown,tapering,equal,fibrous,silky,pink,cinnamon,universal,orange,two,cobwebby,yellow,several,paths,8.200534334,21.87125169,edible
922,convex,grooves,white,no,foul,notched,crowded,narrow,buff,enlarging,rooted,scaly,scaly,orange,yellow,universal,brown,one,sheathing,orange,clustered,grasses,5.248406933,18.02670491,poisonous
1069,sunken,smooth,purple,no,foul,descending,distant,narrow,black,tapering,missing,smooth,silky,brown,white,universal,brown,two,cobwebby,white,several,waste,6.719779454,8.941441352,edible
934,sunken,smooth,yellow,yes,foul,free,crowded,narrow,brown,enlarging,rooted,scaly,silky,pink,gray,partial,yellow,none,evanescent,purple,several,paths,5.116557664,20.09943174,edible
616,flat,scaly,yellow,yes,spicy,notched,distant,broad,brown,tapering,missing,scaly,fibrous,gray,brown,partial,orange,one,sheathing,buff,solitary,meadows,11.48548426,15.60269207,edible
228,convex,smooth,gray,no,spicy,notched,distant,broad,orange,enlarging,missing,silky,smooth,brown,cinnamon,partial,white,none,sheathing,orange,clustered,paths,14.24017696,9.317726487,poisonous
305,convex,grooves,green,yes,foul,descending,distant,narrow,orange,enlarging,missing,scaly,fibrous,cinnamon,cinnamon,universal,brown,none,zone,chocolate,abundant,urban,11.66778021,8.877747767,poisonous
1171,bell,smooth,yellow,yes,pungent,attached,distant,broad,brown,enlarging,club,scaly,silky,pink,cinnamon,universal,yellow,none,large,brown,scattered,leaves,4.159778706,2.982914945,poisonous
748,flat,scaly,white,yes,almond,free,close,broad,orange,enlarging,rhizomorphs,smooth,smooth,white,brown,partial,brown,none,large,yellow,clustered,woods,14.73044369,20.08633738,edible
925,convex,grooves,green,no,musty,notched,close,narrow,white,tapering,bulbous,silky,silky,gray,white,partial,brown,none,flaring,yellow,abundant,urban,2.036622246,12.04843254,edible
1119,sunken,scaly,gray,no,fishy,notched,close,broad,gray,enlarging,club,silky,smooth,red,brown,universal,orange,none,none,chocolate,several,grasses,4.589229746,17.37362225,poisonous
472,flat,fibrous,white,yes,musty,notched,crowded,broad,black,tapering,missing,silky,smooth,pink,pink,partial,brown,one,flaring,orange,solitary,waste,2.158825662,17.46741791,poisonous
381,conical,fibrous,buff,no,none,descending,distant,broad,yellow,enlarging,bulbous,scaly,fibrous,cinnamon,cinnamon,partial,yellow,one,evanescent,purple,scattered,meadows,2,19.92833109,edible
151,conical,fibrous,red,no,almond,descending,crowded,broad,brown,tapering,missing,smooth,scaly,yellow,cinnamon,universal,yellow,one,sheathing,buff,clustered,woods,12.35646,24.14176324,edible
739,bell,fibrous,purple,no,foul,free,crowded,broad,orange,tapering,equal,fibrous,smooth,white,cinnamon,universal,brown,none,flaring,purple,several,urban,6.681655148,17.58356701,poisonous
639,convex,fibrous,red,no,fishy,descending,distant,broad,red,enlarging,bulbous,scaly,smooth,pink,red,universal,orange,two,cobwebby,purple,solitary,waste,6.400807999,12.07958893,poisonous
294,convex,smooth,green,yes,none,notched,distant,broad,green,tapering,bulbous,scaly,fibrous,brown,buff,universal,yellow,one,sheathing,chocolate,solitary,urban,10.79836444,3.963481635,poisonous
150,sunken,grooves,green,no,anise,free,distant,narrow,red,enlarging,missing,fibrous,smooth,yellow,brown,universal,yellow,one,cobwebby,yellow,solitary,urban,3.600766934,4.957429129,edible
8,convex,smooth,green,no,foul,free,distant,narrow,black,enlarging,rooted,smooth,silky,gray,orange,partial,brown,one,flaring,brown,numerous,woods,9.920700881,5.543278731,edible
883,sunken,smooth,brown,no,none,attached,crowded,broad,gray,enlarging,bulbous,silky,scaly,buff,orange,partial,yellow,none,none,brown,numerous,waste,14.64032559,19.98964161,poisonous
859,convex,fibrous,brown,no,spicy,attached,crowded,narrow,white,tapering,equal,silky,fibrous,orange,red,universal,yellow,one,large,buff,scattered,woods,7.927828615,6.635786312,edible
1192,flat,grooves,buff,no,almond,attached,close,narrow,chocolate,tapering,missing,fibrous,fibrous,pink,white,partial,white,one,zone,brown,solitary,meadows,12.08825498,13.5844227,poisonous
655,convex,fibrous,yellow,yes,pungent,attached,crowded,broad,yellow,enlarging,club,silky,scaly,yellow,orange,partial,orange,none,zone,brown,scattered,woods,12.69674754,15.31191535,edible
771,flat,fibrous,white,yes,spicy,free,crowded,broad,purple,tapering,missing,scaly,silky,white,yellow,partial,brown,one,sheathing,green,solitary,waste,12.55968049,17.67990093,poisonous
1100,flat,scaly,red,yes,creosote,notched,distant,narrow,yellow,tapering,bulbous,smooth,fibrous,buff,pink,partial,yellow,two,zone,green,abundant,paths,13.50775994,16.59388389,poisonous
162,flat,smooth,yellow,yes,musty,free,crowded,broad,pink,enlarging,cup,smooth,silky,pink,buff,universal,orange,one,pendant,purple,several,leaves,12.90423824,17.9699735,poisonous
791,convex,fibrous,yellow,yes,spicy,notched,close,broad,black,enlarging,club,scaly,scaly,white,buff,universal,white,one,pendant,green,several,urban,13.39799158,5.114756482,edible
457,bell,grooves,white,no,pungent,notched,distant,narrow,red,tapering,rooted,smooth,scaly,pink,white,universal,white,one,sheathing,chocolate,numerous,meadows,12.84353899,8.426714108,poisonous
1021,flat,grooves,purple,no,musty,attached,distant,broad,pink,tapering,rooted,fibrous,silky,buff,gray,universal,white,none,pendant,black,abundant,waste,11.42297245,12.82730605,poisonous
